,t,true_cdf_0.3,Standard_beran_cdf_0.3,LogisticRegression_cdf_0.3,Standard_beran_mise_0.3,LogisticRegression_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,LogisticRegression_cdf_0.5,Standard_beran_mise_0.5,LogisticRegression_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,LogisticRegression_cdf_0.7,Standard_beran_mise_0.7,LogisticRegression_mise_0.7
67,2.406369492110115,0.9130434782608695,0.9971739716418788,0.999991408667079,0.007149817843060073,0.007559943250288437,0.9130434782608695,0.9301024170872886,0.9192486671388578,0.001288609744324935,0.0014014661280924428,0.9130434782608695,0.9301024170872886,0.9192486671388578,0.001288609744324935,0.0014014661280924428
68,2.4558410728003954,0.9130434782608695,0.9971739716418788,0.999991408667079,0.007149817843060073,0.007559943250288437,0.9130434782608695,0.9301024170872886,0.9241920661324089,0.001288609744324935,0.0014604803471128666,0.9130434782608695,0.9301024170872886,0.9241920661324089,0.001288609744324935,0.0014604803471128666
69,2.505312653490675,0.9209486166007905,0.9971739716418788,0.999991408667079,0.005882182677667985,0.006247763625999906,0.9209486166007905,0.9372958212797424,0.9355110542150961,0.0009785454655459817,0.0012338268403971698,0.9209486166007905,0.9372958212797424,0.9355110542150961,0.0009785454655459817,0.0012338268403971698
70,2.5547842341809552,0.924901185770751,0.9971739716418788,0.999991408667079,0.005295233504101917,0.005638542222985615,0.924901185770751,0.9372958212797424,0.9404097499338129,0.0008649413541311869,0.0012068070635314686,0.924901185770751,0.9372958212797424,0.9404097499338129,0.0008649413541311869,0.0012068070635314686
71,2.6042558148712347,0.9288537549407114,0.9971739716418788,0.999991408667079,0.004739529936622492,0.005060566426057968,0.9288537549407114,0.9439366750607381,0.9513454765495327,0.0010657949692839174,0.0016785341610645766,0.9288537549407114,0.9439366750607381,0.9513454765495327,0.0010657949692839174,0.0016785341610645766
72,2.653727395561515,0.932806324110672,0.9971739716418788,0.999991408667079,0.0042150719752296955,0.0045138362352169495,0.932806324110672,0.949900235912543,0.954822321944952,0.0009488516984136909,0.0015077176794808106,0.932806324110672,0.949900235912543,0.954822321944952,0.0009488516984136909,0.0015077176794808106
73,2.7031989762517945,0.9347826086956522,0.9971739716418788,0.999991408667079,0.0039645600968157965,0.00425218824207894,0.9347826086956522,0.949900235912543,0.9581176394332387,0.0008851925303924232,0.0017458364724464131,0.9347826086956522,0.949900235912543,0.9581176394332387,0.0008851925303924232,0.0017458364724464131
74,2.752670556942075,0.9347826086956522,0.9971739716418788,0.999991408667079,0.0039645600968157965,0.00425218824207894,0.9347826086956522,0.949900235912543,0.9593842801273755,0.0008851925303924232,0.0017202256329792377,0.9347826086956522,0.949900235912543,0.9593842801273755,0.0008851925303924232,0.0017202256329792377
75,2.802142137632355,0.9367588932806324,0.9971739716418788,0.999991408667079,0.003721859619923559,0.003998351650462591,0.9367588932806324,0.949900235912543,0.9634146999783336,0.0008293447638928161,0.0019742251075880396,0.9367588932806324,0.949900235912543,0.9634146999783336,0.0008293447638928161,0.0019742251075880396
76,2.8516137183226347,0.9367588932806324,0.9971739716418788,0.999991408667079,0.003721859619923559,0.003998351650462591,0.9367588932806324,0.949900235912543,0.9644003108367967,0.0008293447638928161,0.0019725992911984887,0.9367588932806324,0.949900235912543,0.9644003108367967,0.0008293447638928161,0.0019725992911984887
77,2.901085299012915,0.9387351778656127,0.9971739716418788,0.999991408667079,0.0034869705445529815,0.003752326460367903,0.9387351778656127,0.949900235912543,0.9686120917477075,0.0007813083989148699,0.0022059274053526034,0.9387351778656127,0.949900235912543,0.9686120917477075,0.0007813083989148699,0.0022059274053526034
78,2.9505568797031945,0.9387351778656127,0.9971739716418788,0.999991408667079,0.0034869705445529815,0.003752326460367903,0.9387351778656127,0.949900235912543,0.9686120917477075,0.0007813083989148699,0.0022059274053526034,0.9387351778656127,0.949900235912543,0.9686120917477075,0.0007813083989148699,0.0022059274053526034
79,3.000028460393475,0.9387351778656127,0.9971739716418788,0.999991408667079,0.0034869705445529815,0.003752326460367903,0.9387351778656127,0.949900235912543,0.9707671507853842,0.0007813083989148699,0.002065514729062314,0.9387351778656127,0.949900235912543,0.9707671507853842,0.0007813083989148699,0.002065514729062314
